,country,year,life_expectancy
3238,Kuwait,1804,26.0
3239,Kyrgyz Republic,1804,23.94
3240,Lao,1804,31.9
3241,Latvia,1804,33.0
3242,Lebanon,1804,29.7
3243,Lesotho,1804,32.8
3244,Liberia,1804,31.1
3245,Libya,1804,33.1
3247,Lithuania,1804,28.9
3248,Luxembourg,1804,36.9
3249,"Macao, China",1804,34.7
3250,"Macedonia, FYR",1804,36.1
3251,Madagascar,1804,30.5
3252,Malawi,1804,30.3
3253,Malaysia,1804,30.6
3254,Maldives,1804,32.65
3255,Mali,1804,26.41
3256,Malta,1804,28.7
3258,Martinique,1804,30.15
3259,Mauritania,1804,32.0
3260,Mauritius,1804,28.7
3261,Mayotte,1804,32.5
3262,Mexico,1804,26.9
3263,"Micronesia, Fed. Sts.",1804,26.7
3264,Moldova,1804,33.15
3266,Mongolia,1804,31.8
3267,Montenegro,1804,35.4
3269,Morocco,1804,33.1
3270,Mozambique,1804,30.28
3271,Myanmar,1804,30.8
3272,Namibia,1804,32.4
3274,Nepal,1804,32.8
3275,Netherlands,1804,39.86
3276,Netherlands Antilles,1804,34.41
3277,New Caledonia,1804,26.0
3278,New Zealand,1804,34.05
3280,Nicaragua,1804,25.4
3281,Niger,1804,30.8
3282,Nigeria,1804,30.4
3285,North Korea,1804,26.0
3289,Norway,1804,40.52
3290,Oman,1804,32.3
3291,Pakistan,1804,25.8
3293,Panama,1804,32.9
3294,Papua New Guinea,1804,31.5
3295,Paraguay,1804,35.5
3296,Peru,1804,35.7
3297,Philippines,1804,30.9
3299,Poland,1804,35.9
3300,Portugal,1804,35.6
3301,Puerto Rico,1804,30.43
3302,Qatar,1804,30.8
3303,Reunion,1804,33.0
3304,Romania,1804,35.7
3305,Russia,1804,29.57
3306,Rwanda,1804,31.8
3307,Samoa,1804,25.4
3309,Sao Tome and Principe,1804,31.0
3310,Saudi Arabia,1804,32.1
3311,Senegal,1804,25.2
3312,Serbia,1804,35.5
3315,Seychelles,1804,37.0
3316,Sierra Leone,1804,25.1
3317,Singapore,1804,29.1
3318,Slovak Republic,1804,36.4
3319,Slovenia,1804,36.6
3320,Solomon Islands,1804,25.1
3321,Somalia,1804,29.4
3323,South Africa,1804,33.5
3324,South Korea,1804,25.8
3326,South Sudan,1804,26.67
3328,Spain,1804,29.5
3329,Sri Lanka,1804,32.6
3334,St. Lucia,1804,28.01
3336,St. Vincent and the Grenadines,1804,25.99
3337,Sudan,1804,31.4
3338,Suriname,1804,32.9
3340,Swaziland,1804,32.3
3341,Sweden,1804,39.7
3342,Switzerland,1804,38.0
3343,Syria,1804,31.1
3344,Taiwan,1804,28.3
3345,Tajikistan,1804,24.24
3346,Tanzania,1804,32.2
3347,Thailand,1804,30.4
3348,Timor-Leste,1804,28.95
3349,Togo,1804,31.3
3351,Tonga,1804,28.2
3353,Trinidad and Tobago,1804,32.9
3354,Tunisia,1804,28.8
3355,Turkey,1804,35.0
3356,Turkmenistan,1804,24.0
3359,Uganda,1804,25.3
3360,Ukraine,1804,36.6
3361,United Arab Emirates,1804,30.7
3362,United Kingdom,1804,41.44
3364,United States,1804,39.41
3365,Uruguay,1804,32.9
3367,Uzbekistan,1804,26.93
3368,Vanuatu,1804,24.3
3369,Venezuela,1804,32.2
3370,Vietnam,1804,32.0
3371,Virgin Islands (U.S.),1804,33.4
3373,West Bank and Gaza,1804,32.1
3375,Western Sahara,1804,34.75
3376,Yemen,1804,23.39
3378,Zambia,1804,32.6
3379,Zimbabwe,1804,33.7
3901,Afghanistan,1805,28.16
3904,Albania,1805,35.4
3905,Algeria,1805,28.82
3908,Angola,1805,26.98
3910,Antigua and Barbuda,1805,33.54
3911,Argentina,1805,33.2
3912,Armenia,1805,34.0
3913,Aruba,1805,34.42
3914,Australia,1805,34.05
3915,Austria,1805,34.4
3916,Azerbaijan,1805,29.17
3917,Bahamas,1805,35.18
3918,Bahrain,1805,30.3
3919,Bangladesh,1805,25.5
3920,Barbados,1805,32.12
3921,Belarus,1805,36.2
3922,Belgium,1805,40.04
3923,Belize,1805,26.5
3924,Benin,1805,31.0
3926,Bhutan,1805,28.8
3927,Bolivia,1805,33.0
3928,Bosnia and Herzegovina,1805,35.1
3929,Botswana,1805,33.6
3930,Brazil,1805,32.0
3932,Brunei,1805,29.2
3933,Bulgaria,1805,36.02
3934,Burkina Faso,1805,29.2
3935,Burundi,1805,31.5
3936,Cambodia,1805,35.0
3937,Cameroon,1805,28.75
3938,Canada,1805,39.01
3939,Cape Verde,1805,33.8
3941,Central African Republic,1805,30.0
3942,Chad,1805,30.9
3944,Chile,1805,32.0
3945,China,1805,32.0
3948,Colombia,1805,32.0
3949,Comoros,1805,32.1
3950,"Congo, Dem. Rep.",1805,31.6
3951,"Congo, Rep.",1805,32.7
3953,Costa Rica,1805,30.21
3954,Cote d'Ivoire,1805,31.16
3955,Croatia,1805,36.1
3956,Cuba,1805,32.86
3957,Cyprus,1805,38.5
3958,Czech Republic,1805,34.95
3960,Denmark,1805,43.02
3961,Djibouti,1805,29.9
3963,Dominican Republic,1805,29.9
3965,Ecuador,1805,32.9
3966,Egypt,1805,33.0
3967,El Salvador,1805,28.7
3968,Equatorial Guinea,1805,29.8
3969,Eritrea,1805,30.2
3971,Estonia,1805,33.93
3972,Ethiopia,1805,29.7
3975,Fiji,1805,26.1
3976,Finland,1805,39.8
3977,France,1805,34.88
3978,French Guiana,1805,30.5
3979,French Polynesia,1805,25.6
3980,Gabon,1805,30.6
3981,Gambia,1805,28.8
3982,Georgia,1805,31.87
3983,Germany,1805,38.37
3984,Ghana,1805,28.0
3986,Greece,1805,36.6
3987,Greenland,1805,33.87
3988,Grenada,1805,31.4
3989,Guadeloupe,1805,27.66
3990,Guam,1805,27.5
3991,Guatemala,1805,25.8
3993,Guinea,1805,29.55
3994,Guinea-Bissau,1805,32.0
3995,Guyana,1805,31.12
3996,Haiti,1805,29.0
3998,Honduras,1805,33.9
3999,"Hong Kong, China",1805,34.9
4000,Hungary,1805,36.0
4001,Iceland,1805,30.85
4002,India,1805,25.44
4003,Indonesia,1805,30.0
4004,Iran,1805,25.6
4005,Iraq,1805,31.2
4006,Ireland,1805,38.3
4008,Israel,1805,32.0
4009,Italy,1805,29.69
4010,Jamaica,1805,34.2
4011,Japan,1805,36.4
4013,Jordan,1805,31.7
4014,Kazakhstan,1805,26.2
4015,Kenya,1805,25.5
4016,Kiribati,1805,24.9
4018,Kuwait,1805,26.0
4019,Kyrgyz Republic,1805,23.94
4020,Lao,1805,31.9
4021,Latvia,1805,33.0
4022,Lebanon,1805,29.7
4023,Lesotho,1805,32.8
4024,Liberia,1805,31.1
4025,Libya,1805,33.1
4027,Lithuania,1805,28.9
4028,Luxembourg,1805,36.9
4029,"Macao, China",1805,34.7
4030,"Macedonia, FYR",1805,36.1
4031,Madagascar,1805,30.5
4032,Malawi,1805,30.3
4033,Malaysia,1805,30.6
4034,Maldives,1805,32.65
4035,Mali,1805,26.41
4036,Malta,1805,28.7
4038,Martinique,1805,30.15
4039,Mauritania,1805,32.0
4040,Mauritius,1805,28.7
4041,Mayotte,1805,32.5
4042,Mexico,1805,26.9
4043,"Micronesia, Fed. Sts.",1805,26.7
4044,Moldova,1805,33.15
4046,Mongolia,1805,31.8
4047,Montenegro,1805,35.4
4049,Morocco,1805,33.1
4050,Mozambique,1805,30.28
4051,Myanmar,1805,30.8
4052,Namibia,1805,32.4
4054,Nepal,1805,32.8
4055,Netherlands,1805,39.86
4056,Netherlands Antilles,1805,34.41
4057,New Caledonia,1805,26.0
4058,New Zealand,1805,34.05
4060,Nicaragua,1805,25.4
4061,Niger,1805,30.8
4062,Nigeria,1805,30.4
4065,North Korea,1805,26.0
4069,Norway,1805,44.27
4070,Oman,1805,32.3
4071,Pakistan,1805,25.8
4073,Panama,1805,32.9
4074,Papua New Guinea,1805,31.5
4075,Paraguay,1805,35.5
4076,Peru,1805,35.7
4077,Philippines,1805,30.9
4079,Poland,1805,35.9
4080,Portugal,1805,35.6
4081,Puerto Rico,1805,30.43
4082,Qatar,1805,30.8
4083,Reunion,1805,33.0
4084,Romania,1805,35.7
4085,Russia,1805,29.57
4086,Rwanda,1805,31.8
4087,Samoa,1805,25.4
4089,Sao Tome and Principe,1805,31.0
4090,Saudi Arabia,1805,32.1
4091,Senegal,1805,25.2
4092,Serbia,1805,35.5
4095,Seychelles,1805,37.0
4096,Sierra Leone,1805,25.1
4097,Singapore,1805,29.1
4098,Slovak Republic,1805,36.4
4099,Slovenia,1805,36.6
4100,Solomon Islands,1805,25.1
4101,Somalia,1805,29.4
4103,South Africa,1805,33.5
4104,South Korea,1805,25.8
4106,South Sudan,1805,26.67
4108,Spain,1805,29.5
4109,Sri Lanka,1805,32.6
4114,St. Lucia,1805,28.01
4116,St. Vincent and the Grenadines,1805,25.99
4117,Sudan,1805,31.4
4118,Suriname,1805,32.9
4120,Swaziland,1805,32.3
4121,Sweden,1805,41.05
4122,Switzerland,1805,38.0
4123,Syria,1805,31.1
4124,Taiwan,1805,28.3
4125,Tajikistan,1805,24.24
4126,Tanzania,1805,32.2
4127,Thailand,1805,30.4
4128,Timor-Leste,1805,28.95
4129,Togo,1805,31.3
4131,Tonga,1805,28.2
4133,Trinidad and Tobago,1805,32.9
4134,Tunisia,1805,28.8
4135,Turkey,1805,35.0
4136,Turkmenistan,1805,24.0
4139,Uganda,1805,25.3
4140,Ukraine,1805,36.6
4141,United Arab Emirates,1805,30.7
4142,United Kingdom,1805,42.32
4144,United States,1805,39.41
4145,Uruguay,1805,32.9
4147,Uzbekistan,1805,26.93
4148,Vanuatu,1805,24.3
4149,Venezuela,1805,32.2
4150,Vietnam,1805,32.0
4151,Virgin Islands (U.S.),1805,33.4
4153,West Bank and Gaza,1805,32.1
4155,Western Sahara,1805,34.75
4156,Yemen,1805,23.39
4158,Zambia,1805,32.6
4159,Zimbabwe,1805,33.7
4681,Afghanistan,1806,28.15
4684,Albania,1806,35.4
4685,Algeria,1806,28.82
4688,Angola,1806,26.98
4690,Antigua and Barbuda,1806,33.54
4691,Argentina,1806,33.2
4692,Armenia,1806,34.0
4693,Aruba,1806,34.42
4694,Australia,1806,34.05
4695,Austria,1806,34.4
4696,Azerbaijan,1806,29.17
4697,Bahamas,1806,35.18
4698,Bahrain,1806,30.3
4699,Bangladesh,1806,25.5
4700,Barbados,1806,32.12
4701,Belarus,1806,36.2
4702,Belgium,1806,40.05
4703,Belize,1806,26.5
4704,Benin,1806,31.0
4706,Bhutan,1806,28.8
4707,Bolivia,1806,33.0
4708,Bosnia and Herzegovina,1806,35.1
4709,Botswana,1806,33.6
4710,Brazil,1806,32.0
4712,Brunei,1806,29.2
4713,Bulgaria,1806,36.06
4714,Burkina Faso,1806,29.2
4715,Burundi,1806,31.5
4716,Cambodia,1806,35.0
4717,Cameroon,1806,28.75
4718,Canada,1806,39.01
4719,Cape Verde,1806,33.8
4721,Central African Republic,1806,30.0
4722,Chad,1806,30.9
4724,Chile,1806,32.0
4725,China,1806,32.0
4728,Colombia,1806,32.0
4729,Comoros,1806,32.1
4730,"Congo, Dem. Rep.",1806,31.6
4731,"Congo, Rep.",1806,32.7
4733,Costa Rica,1806,30.21
4734,Cote d'Ivoire,1806,31.16
4735,Croatia,1806,36.1
4736,Cuba,1806,33.02
4737,Cyprus,1806,38.5
4738,Czech Republic,1806,34.95
4740,Denmark,1806,43.78
4741,Djibouti,1806,29.9
4743,Dominican Republic,1806,29.9
4745,Ecuador,1806,32.9
4746,Egypt,1806,33.0
4747,El Salvador,1806,28.7
4748,Equatorial Guinea,1806,29.8
4749,Eritrea,1806,30.2
4751,Estonia,1806,34.12
4752,Ethiopia,1806,29.7
4755,Fiji,1806,26.1
4756,Finland,1806,38.78
4757,France,1806,35.0
4758,French Guiana,1806,30.5
4759,French Polynesia,1806,25.6
4760,Gabon,1806,30.6
4761,Gambia,1806,28.8
4762,Georgia,1806,31.87
4763,Germany,1806,38.37
4764,Ghana,1806,28.0
4766,Greece,1806,36.6
4767,Greenland,1806,33.87
4768,Grenada,1806,31.4
4769,Guadeloupe,1806,27.66
4770,Guam,1806,27.5
4771,Guatemala,1806,25.8
4773,Guinea,1806,29.56
4774,Guinea-Bissau,1806,32.0
4775,Guyana,1806,31.12
4776,Haiti,1806,29.0
4778,Honduras,1806,33.9
4779,"Hong Kong, China",1806,34.9
4780,Hungary,1806,36.0
4781,Iceland,1806,45.82
4782,India,1806,25.44
4783,Indonesia,1806,30.0
4784,Iran,1806,25.6
4785,Iraq,1806,31.2
4786,Ireland,1806,38.3
4788,Israel,1806,32.0
4789,Italy,1806,29.69
4790,Jamaica,1806,34.2
4791,Japan,1806,36.4
4793,Jordan,1806,31.7
4794,Kazakhstan,1806,26.2
4795,Kenya,1806,25.5
4796,Kiribati,1806,24.9
4798,Kuwait,1806,26.0
4799,Kyrgyz Republic,1806,23.94
4800,Lao,1806,31.9
4801,Latvia,1806,33.0
4802,Lebanon,1806,29.7
4803,Lesotho,1806,32.8
4804,Liberia,1806,31.1
4805,Libya,1806,33.1
4807,Lithuania,1806,28.9
4808,Luxembourg,1806,36.9
4809,"Macao, China",1806,34.7
4810,"Macedonia, FYR",1806,36.1
4811,Madagascar,1806,30.5
4812,Malawi,1806,30.3
4813,Malaysia,1806,30.6
4814,Maldives,1806,32.65
4815,Mali,1806,26.41
4816,Malta,1806,28.7
4818,Martinique,1806,30.15
4819,Mauritania,1806,32.0
4820,Mauritius,1806,28.7
4821,Mayotte,1806,32.5
4822,Mexico,1806,26.9
4823,"Micronesia, Fed. Sts.",1806,26.7
4824,Moldova,1806,33.15
4826,Mongolia,1806,31.8
4827,Montenegro,1806,35.4
4829,Morocco,1806,33.1
4830,Mozambique,1806,30.28
4831,Myanmar,1806,30.8
4832,Namibia,1806,32.4
4834,Nepal,1806,32.8
4835,Netherlands,1806,39.86
4836,Netherlands Antilles,1806,34.41
4837,New Caledonia,1806,26.0
4838,New Zealand,1806,34.05
4840,Nicaragua,1806,25.4
4841,Niger,1806,30.8
4842,Nigeria,1806,30.4
4845,North Korea,1806,26.0
4849,Norway,1806,43.76
4850,Oman,1806,32.3
4851,Pakistan,1806,25.8
4853,Panama,1806,32.9
4854,Papua New Guinea,1806,31.5
4855,Paraguay,1806,35.5
4856,Peru,1806,35.7
4857,Philippines,1806,30.9
4859,Poland,1806,35.9
4860,Portugal,1806,35.6
4861,Puerto Rico,1806,30.43
4862,Qatar,1806,30.8
4863,Reunion,1806,33.0
4864,Romania,1806,35.7
4865,Russia,1806,29.57
4866,Rwanda,1806,31.8
4867,Samoa,1806,25.4
4869,Sao Tome and Principe,1806,31.0
4870,Saudi Arabia,1806,32.1
4871,Senegal,1806,25.2
4872,Serbia,1806,35.5
4875,Seychelles,1806,37.0
4876,Sierra Leone,1806,25.1
4877,Singapore,1806,29.1
4878,Slovak Republic,1806,36.4
4879,Slovenia,1806,36.6
4880,Solomon Islands,1806,25.1
4881,Somalia,1806,29.4
4883,South Africa,1806,33.5
4884,South Korea,1806,25.8
4886,South Sudan,1806,26.67
4888,Spain,1806,29.5
4889,Sri Lanka,1806,32.6
4894,St. Lucia,1806,28.01
4896,St. Vincent and the Grenadines,1806,25.99
4897,Sudan,1806,31.4
4898,Suriname,1806,32.9
4900,Swaziland,1806,32.3
4901,Sweden,1806,36.17
4902,Switzerland,1806,38.0
4903,Syria,1806,31.1
4904,Taiwan,1806,28.3
4905,Tajikistan,1806,24.24
4906,Tanzania,1806,32.2
4907,Thailand,1806,30.4
4908,Timor-Leste,1806,28.95
4909,Togo,1806,31.3
4911,Tonga,1806,28.2
4913,Trinidad and Tobago,1806,32.9
4914,Tunisia,1806,28.8
4915,Turkey,1806,35.0
4916,Turkmenistan,1806,24.0
4919,Uganda,1806,25.3
4920,Ukraine,1806,36.6
4921,United Arab Emirates,1806,30.7
4922,United Kingdom,1806,43.22
4924,United States,1806,39.41
4925,Uruguay,1806,32.9
4927,Uzbekistan,1806,26.93
4928,Vanuatu,1806,24.3
4929,Venezuela,1806,32.2
4930,Vietnam,1806,32.0
4931,Virgin Islands (U.S.),1806,33.4
4933,West Bank and Gaza,1806,32.1
4935,Western Sahara,1806,34.75
4936,Yemen,1806,23.39
4938,Zambia,1806,32.6
4939,Zimbabwe,1806,33.7
5461,Afghanistan,1807,28.14
5464,Albania,1807,35.4
5465,Algeria,1807,28.82
5468,Angola,1807,26.98
5470,Antigua and Barbuda,1807,33.54
5471,Argentina,1807,33.2
5472,Armenia,1807,34.0
5473,Aruba,1807,34.42
5474,Australia,1807,34.05
5475,Austria,1807,34.4
5476,Azerbaijan,1807,29.17
5477,Bahamas,1807,35.18
5478,Bahrain,1807,30.3
5479,Bangladesh,1807,25.5
5480,Barbados,1807,32.12
5481,Belarus,1807,36.2
5482,Belgium,1807,40.06
5483,Belize,1807,26.5
5484,Benin,1807,31.0
5486,Bhutan,1807,28.8
5487,Bolivia,1807,33.0
5488,Bosnia and Herzegovina,1807,35.1
5489,Botswana,1807,33.6
5490,Brazil,1807,32.0
5492,Brunei,1807,29.2
5493,Bulgaria,1807,36.11
5494,Burkina Faso,1807,29.2
5495,Burundi,1807,31.5
5496,Cambodia,1807,35.0
5497,Cameroon,1807,28.75
5498,Canada,1807,39.01
5499,Cape Verde,1807,33.8
5501,Central African Republic,1807,30.0
5502,Chad,1807,30.9
5504,Chile,1807,32.0
5505,China,1807,32.0
5508,Colombia,1807,32.0
5509,Comoros,1807,32.1
5510,"Congo, Dem. Rep.",1807,31.6
5511,"Congo, Rep.",1807,32.7
5513,Costa Rica,1807,30.21
5514,Cote d'Ivoire,1807,31.16
5515,Croatia,1807,36.1
5516,Cuba,1807,33.18
5517,Cyprus,1807,38.5
5518,Czech Republic,1807,34.95
5520,Denmark,1807,42.58
5521,Djibouti,1807,29.9
5523,Dominican Republic,1807,29.9
5525,Ecuador,1807,32.9
5526,Egypt,1807,33.0
5527,El Salvador,1807,28.7
5528,Equatorial Guinea,1807,29.8
5529,Eritrea,1807,30.2
5531,Estonia,1807,34.3
5532,Ethiopia,1807,29.7
5535,Fiji,1807,26.1
5536,Finland,1807,36.6
5537,France,1807,34.2
5538,French Guiana,1807,30.5
5539,French Polynesia,1807,25.6
5540,Gabon,1807,30.6
5541,Gambia,1807,28.8
5542,Georgia,1807,31.87
5543,Germany,1807,38.37
5544,Ghana,1807,28.0
5546,Greece,1807,36.6
5547,Greenland,1807,33.87
5548,Grenada,1807,31.4
5549,Guadeloupe,1807,27.66
5550,Guam,1807,27.5
5551,Guatemala,1807,25.8
5553,Guinea,1807,29.57
5554,Guinea-Bissau,1807,32.0
5555,Guyana,1807,31.12
5556,Haiti,1807,29.0
5558,Honduras,1807,33.9
5559,"Hong Kong, China",1807,34.9
5560,Hungary,1807,36.0
5561,Iceland,1807,43.56
5562,India,1807,25.44
5563,Indonesia,1807,30.0
5564,Iran,1807,25.6
5565,Iraq,1807,31.2
5566,Ireland,1807,38.3
5568,Israel,1807,32.0
5569,Italy,1807,29.69
5570,Jamaica,1807,34.2
5571,Japan,1807,36.4
5573,Jordan,1807,31.7
5574,Kazakhstan,1807,26.2
5575,Kenya,1807,25.5
5576,Kiribati,1807,24.9
5578,Kuwait,1807,26.0
5579,Kyrgyz Republic,1807,23.94
5580,Lao,1807,31.9
5581,Latvia,1807,33.0
5582,Lebanon,1807,29.7
5583,Lesotho,1807,32.8
5584,Liberia,1807,31.1
5585,Libya,1807,33.1
5587,Lithuania,1807,28.9
5588,Luxembourg,1807,36.9
5589,"Macao, China",1807,34.7
5590,"Macedonia, FYR",1807,36.1
5591,Madagascar,1807,30.5
5592,Malawi,1807,30.3
5593,Malaysia,1807,30.6
5594,Maldives,1807,32.65
5595,Mali,1807,26.41
5596,Malta,1807,28.7
5598,Martinique,1807,30.15
5599,Mauritania,1807,32.0
5600,Mauritius,1807,28.7
5601,Mayotte,1807,32.5
5602,Mexico,1807,26.9
5603,"Micronesia, Fed. Sts.",1807,26.7
5604,Moldova,1807,33.15
5606,Mongolia,1807,31.8
5607,Montenegro,1807,35.4
5609,Morocco,1807,33.1
5610,Mozambique,1807,30.28
5611,Myanmar,1807,30.8
5612,Namibia,1807,32.4
5614,Nepal,1807,32.8
5615,Netherlands,1807,39.86
5616,Netherlands Antilles,1807,34.41
5617,New Caledonia,1807,26.0
5618,New Zealand,1807,34.05
5620,Nicaragua,1807,25.4
5621,Niger,1807,30.8
5622,Nigeria,1807,30.4
5625,North Korea,1807,26.0
5629,Norway,1807,41.77
5630,Oman,1807,32.3
5631,Pakistan,1807,25.8
5633,Panama,1807,32.9
5634,Papua New Guinea,1807,31.5
5635,Paraguay,1807,35.5
5636,Peru,1807,35.7
5637,Philippines,1807,30.9
5639,Poland,1807,35.9
5640,Portugal,1807,35.6
5641,Puerto Rico,1807,30.43
5642,Qatar,1807,30.8
5643,Reunion,1807,33.0
5644,Romania,1807,35.7
5645,Russia,1807,29.57
5646,Rwanda,1807,31.8
5647,Samoa,1807,25.4
5649,Sao Tome and Principe,1807,31.0
5650,Saudi Arabia,1807,32.1
5651,Senegal,1807,25.2
5652,Serbia,1807,35.5
5655,Seychelles,1807,37.0
5656,Sierra Leone,1807,25.1
5657,Singapore,1807,29.1
5658,Slovak Republic,1807,36.4
5659,Slovenia,1807,36.6
5660,Solomon Islands,1807,25.1
5661,Somalia,1807,29.4
5663,South Africa,1807,33.5
5664,South Korea,1807,25.8
5666,South Sudan,1807,26.67
5668,Spain,1807,29.5
5669,Sri Lanka,1807,32.6
5674,St. Lucia,1807,28.01
5676,St. Vincent and the Grenadines,1807,25.99
5677,Sudan,1807,31.4
5678,Suriname,1807,32.9
5680,Swaziland,1807,32.3
5681,Sweden,1807,38.76
5682,Switzerland,1807,38.0
5683,Syria,1807,31.1
5684,Taiwan,1807,28.3
5685,Tajikistan,1807,24.24
5686,Tanzania,1807,32.2
5687,Thailand,1807,30.4
5688,Timor-Leste,1807,28.95
5689,Togo,1807,31.3
5691,Tonga,1807,28.2
5693,Trinidad and Tobago,1807,32.9
5694,Tunisia,1807,28.8
5695,Turkey,1807,35.0
5696,Turkmenistan,1807,24.0
5699,Uganda,1807,25.3
5700,Ukraine,1807,36.6
5701,United Arab Emirates,1807,30.7
5702,United Kingdom,1807,40.05
5704,United States,1807,39.41
5705,Uruguay,1807,32.9
5707,Uzbekistan,1807,26.93
5708,Vanuatu,1807,24.3
5709,Venezuela,1807,32.2
5710,Vietnam,1807,32.0
5711,Virgin Islands (U.S.),1807,33.4
5713,West Bank and Gaza,1807,32.1
5715,Western Sahara,1807,34.75
5716,Yemen,1807,23.39
5718,Zambia,1807,32.6
5719,Zimbabwe,1807,33.7
6241,Afghanistan,1808,28.13
6244,Albania,1808,35.4
6245,Algeria,1808,28.82
6248,Angola,1808,26.98
6250,Antigua and Barbuda,1808,33.54
6251,Argentina,1808,33.2
6252,Armenia,1808,34.0
6253,Aruba,1808,34.42
6254,Australia,1808,34.05
6255,Austria,1808,34.4
6256,Azerbaijan,1808,29.17
6257,Bahamas,1808,35.18
6258,Bahrain,1808,30.3
6259,Bangladesh,1808,25.5
6260,Barbados,1808,32.12
6261,Belarus,1808,36.2
6262,Belgium,1808,40.06
6263,Belize,1808,26.5
6264,Benin,1808,31.0
6266,Bhutan,1808,28.8
6267,Bolivia,1808,33.0
6268,Bosnia and Herzegovina,1808,35.1
6269,Botswana,1808,33.6
6270,Brazil,1808,32.0
6272,Brunei,1808,29.2
6273,Bulgaria,1808,36.15
6274,Burkina Faso,1808,29.2
6275,Burundi,1808,31.5
6276,Cambodia,1808,35.0
6277,Cameroon,1808,28.75
6278,Canada,1808,39.01
6279,Cape Verde,1808,33.8
6281,Central African Republic,1808,30.0
6282,Chad,1808,30.9
6284,Chile,1808,32.0
6285,China,1808,32.0
6288,Colombia,1808,32.0
6289,Comoros,1808,32.1
6290,"Congo, Dem. Rep.",1808,31.6
6291,"Congo, Rep.",1808,32.7
6293,Costa Rica,1808,30.21
6294,Cote d'Ivoire,1808,31.16
6295,Croatia,1808,36.1
6296,Cuba,1808,33.34
6297,Cyprus,1808,38.5
6298,Czech Republic,1808,34.95
6300,Denmark,1808,39.37
6301,Djibouti,1808,29.9
6303,Dominican Republic,1808,29.9
6305,Ecuador,1808,32.9
6306,Egypt,1808,33.0
6307,El Salvador,1808,28.7
6308,Equatorial Guinea,1808,29.8
6309,Eritrea,1808,30.2
6311,Estonia,1808,34.49
6312,Ethiopia,1808,29.7
6315,Fiji,1808,26.1
6316,Finland,1808,12.48
6317,France,1808,34.5
6318,French Guiana,1808,30.5
6319,French Polynesia,1808,25.6
6320,Gabon,1808,30.6
6321,Gambia,1808,28.8
6322,Georgia,1808,31.87
6323,Germany,1808,38.37
6324,Ghana,1808,28.0
6326,Greece,1808,36.6
6327,Greenland,1808,33.87
6328,Grenada,1808,31.4
6329,Guadeloupe,1808,27.66
6330,Guam,1808,27.5
6331,Guatemala,1808,25.8
6333,Guinea,1808,29.58
6334,Guinea-Bissau,1808,32.0
6335,Guyana,1808,31.12
6336,Haiti,1808,29.0
6338,Honduras,1808,33.9
6339,"Hong Kong, China",1808,34.9
6340,Hungary,1808,36.0
6341,Iceland,1808,43.55
6342,India,1808,25.44
6343,Indonesia,1808,30.0
6344,Iran,1808,25.6
6345,Iraq,1808,31.2
6346,Ireland,1808,38.3
6348,Israel,1808,32.0
6349,Italy,1808,29.69
6350,Jamaica,1808,34.2
6351,Japan,1808,36.4
6353,Jordan,1808,31.7
6354,Kazakhstan,1808,26.2
6355,Kenya,1808,25.5
6356,Kiribati,1808,24.9
6358,Kuwait,1808,26.0
6359,Kyrgyz Republic,1808,23.94
6360,Lao,1808,31.9
6361,Latvia,1808,33.0
6362,Lebanon,1808,29.7
6363,Lesotho,1808,32.8
6364,Liberia,1808,31.1
6365,Libya,1808,33.1
6367,Lithuania,1808,28.9
6368,Luxembourg,1808,36.9
6369,"Macao, China",1808,34.7
6370,"Macedonia, FYR",1808,36.1
6371,Madagascar,1808,30.5
6372,Malawi,1808,30.3
6373,Malaysia,1808,30.6
6374,Maldives,1808,32.65
6375,Mali,1808,26.41
6376,Malta,1808,28.7
6378,Martinique,1808,30.15
6379,Mauritania,1808,32.0
6380,Mauritius,1808,28.7
6381,Mayotte,1808,32.5
6382,Mexico,1808,26.9
6383,"Micronesia, Fed. Sts.",1808,26.7
6384,Moldova,1808,33.15
6386,Mongolia,1808,31.8
6387,Montenegro,1808,35.4
6389,Morocco,1808,33.1
6390,Mozambique,1808,30.28
6391,Myanmar,1808,30.8
6392,Namibia,1808,32.4
6394,Nepal,1808,32.8
6395,Netherlands,1808,39.86
6396,Netherlands Antilles,1808,34.41
6397,New Caledonia,1808,26.0
6398,New Zealand,1808,34.05
6400,Nicaragua,1808,25.4
6401,Niger,1808,30.8
6402,Nigeria,1808,30.4
6405,North Korea,1808,26.0
6409,Norway,1808,37.26
6410,Oman,1808,32.3
6411,Pakistan,1808,25.8
6413,Panama,1808,32.9
6414,Papua New Guinea,1808,31.5
6415,Paraguay,1808,35.5
6416,Peru,1808,35.7
6417,Philippines,1808,30.9
6419,Poland,1808,35.9
6420,Portugal,1808,35.6
6421,Puerto Rico,1808,30.43
6422,Qatar,1808,30.8
6423,Reunion,1808,33.0
6424,Romania,1808,35.7
6425,Russia,1808,29.57
6426,Rwanda,1808,31.8
6427,Samoa,1808,25.4
6429,Sao Tome and Principe,1808,31.0
6430,Saudi Arabia,1808,32.1
6431,Senegal,1808,25.2
6432,Serbia,1808,35.5
6435,Seychelles,1808,37.0
6436,Sierra Leone,1808,25.1
6437,Singapore,1808,29.1
6438,Slovak Republic,1808,36.4
6439,Slovenia,1808,36.6
6440,Solomon Islands,1808,25.1
6441,Somalia,1808,29.4
6443,South Africa,1808,33.5
