"num"	"date"	"title"	"contents"
"66"	"2017-01-30"	"[TV줌인] '1박2일' 불멸의 진리, 구탱이형X준영이는 통한다"	"'1박2일'에 반가운 얼굴이 찾아왔다.'해피선데이-1박2일'에서는 정준영이 본격적으로 합류했다. 맏형 김준호는 본인의 토끼띠와 닭의 해를 결합한 ..예능에서 꽝 나오면 좋은 거 아니냐”며 애써 스스로를 위..‘1박 2일’ 복귀에 대한 솔직한 진심도 드러냈다."
"67"	"2017-01-30"	"‘기행의 아이콘’ 최민수 탈탈 털렸다?!"	"KBS 2TV 설 파일럿 예능 프로그램인 '신드롬맨-나만 그런가?'가 신드롬급 출연진으로 돌풍을 예고했다. 스타의 사생활을 ..'신드롬(증후군)'에 대한 관심으로부터 출발한 예능프로그램이다.'해피선데이-1박 2일'을 연출한 유정아 PD가 사령탑을 맡았다."
"68"	"2017-01-30"	"[ON+View｜방송] 삶의 근원에 다가간 ‘한끼줍쇼’·‘내집이 나타났다’"	"..예능프로그램을 론칭하고 인기 있는 기둥 프로그램을 유지하며 예능의 밸런스를 맞춰왔다. 아울러 웃음과 함께 공익프로그램처럼 교훈을 던지는 예능으로 대중과 호흡해왔다. 생각할 거리를 던져주고 간점경험의 폭을 넓히는 예능들이다.‘한끼줍쇼’의 의미를 되짚었다.."
"69"	"2017-01-30"	"복면가왕 서현, 출연 인증샷…“오늘 저의 정체가 공개됐네요!”"	"‘복면가왕’에 출연한 인증샷을 공개했다...복면을 쓰고 노래를 하니 과연 저의 목소리를 알아보시는 분이 계실지 과연 제 노래를 어떻게 들어주실지 정말 궁금하기도 했고 굉장히 설레고 긴장되는 순간.. 한편, 서현은 이날 방송된 MBC 예능 '일밤-복면가왕'에"
"70"	"2017-01-30"	"복면가왕 서현, 출연 인증샷…“오늘 저의 정체가 공개됐네요!”"	"‘복면가왕’에 출연한 인증샷을 공개했다...복면을 쓰고 노래를 하니 과연 저의 목소리를 알아보시는 분이 계실지 과연 제 노래를 어떻게 들어주실지 정말 궁금하기도 했고 굉장히 설레고 긴장되는 순간.. 한편, 서현은 이날 방송된 MBC 예능 '일밤-복면가왕'에"
"71"	"2017-01-30"	"[인터뷰] 김주혁이 말하는 ‘공조·1박2일…’ 주저는 빼고 여유는 더하고"	"..1박2일' 하차 후 다양한..‘1박2일’에서 구탱이형이었다...형을 당했다고 하고요.‘1박2일' 하차 후 더욱 두드러졌다.‘1박2일’의 공이 크다.‘1박2일’이 큰 도움을 줬어요. 저도 뭔지는 모르겠지만, 예능을 잘한 것 같아요.‘1박2일’에 애틋함이 크다."
"72"	"2017-01-30"	"‘신드롬맨’ 정용화, 2년만 예능복귀 어땠나"	"..예능복귀 어땠나 .. 그룹 씨엔블루 멤버 정용화가 2년 만에 예능프로그램에 출연했다. 녹슬지 않은 정용화의 예능감에 시청자의 기대가 모아진다.‘무한도전’ 웨딩싱어즈 특집에 게스트로 출연했지만, 메인 MC로서 프로그램을 이끈 것은 지난 2015년 Mnet"
"73"	"2017-01-30"	"[M+인터뷰②] 김주혁 “‘1박2일’ 단톡방 나올 때 가장 씁쓸했다”"	"‘1박2일’을 통한 소중한 경험이 연기에 큰 도움이 됐다고 밝혔다.“‘1박2일’ 하차는 내 일을 더 하고 싶어서였다.‘1박2일’ 팀에게 민폐를 끼친다는 생각이 들었다...1박2일’을 통해 나를 파악..‘1박2일’도 멤버들이 있었기 때문에 할 수 있었던 거다."
"74"	"2017-01-30"	"스타강사 설민석, 가장 기억에 남는 제자 '무한도전' 하하 \"역사적 지식 無\""	"<U+00A0> <U+00A0> ▲ 설민석 (사진: MBC '무한도전') ⓒ뉴스타운 스타강사 설민석에 대..'무한도전'을 비롯해 JTBC '어쩌다 어른' 등 여러 예능 프로그램에도 출연해 역사 강의를 펼치기도 했다.\"사실 처음 만났을 때 하하 씨는 역사적 지식이 전무한 상태였다."
"75"	"2017-01-30"	"‘냉부해’ 유현수, 셰프 군단 합류…“한식 끝판 왕”"	"‘냉부해’ 새로운 셰프로 유현수가 등장했다. 30일 오후 방송된 JTBC 예능프로그램 '냉장고를부탁해(이하 '냉부해')'에는 유현수 셰프가 새로 출연했다. 유현수는 앞서 '쿡가대표' 등에 출연했다. MC 김성주는 유현수에 대해 \"셰프계의 아바타, 대한.."
"76"	"2017-01-29"	"[발칙한 동거 빈방 있음 리뷰] 피오, 김신영·홍진영 잠 깨우기 방법은? ‘귀여움 폭발’"	"에서는 김신영과 홍진영의 잠을 깨.. 먼저 동거의 조건을 꺼내든 피오는  설 특집으로 꾸며진 스타 리얼 동거 버라이어티 MBC 예능프로그램 은 27일 오후 5시 45분, 28일 밤 11시 15분에 방송됐다. 28일에 방송된 MBC 설 특집 예능 프로그램"
"77"	"2017-01-29"	"‘무한도전’ 7주 결방, 프리랜서 작가 원고료 어떻게 지급할까?"	"‘무한도전’처럼 매주 방송되던 프로그램이 7주나 결방할 경우 작가들은 원고료를 지급받지 못한다.다만 이번 ‘무한도전’의 인기 에피소드를 묶은 베스트 특집 편이 방송된다.‘무한도전’의 작은 배려가 돋보이는 이유다.한 방송 작가는 ..무한도전’은 작가들 사이.."
"78"	"2017-01-29"	"[김용우가 만난 사람] 박상현 캐스터가 살아가는 법"	"예능에서도 재능을 보였는데 2010년부터 2012년까지 MBC게임에서 했던 '스타 무한도전'은 그를 알리는데 결정적인 역할을 했다.<U+00A0> ..형이라고 할까.'스타무한도전'에 출연했던 박상현 캐스터. 선수들도 고민보다 도전하는 모습을 보여줬으면 좋겠다.<U+00A0> ..형.."
"79"	"2017-01-29"	"‘발칙한 동거’ 김구라, 한은정을 위해 이것까지? ‘눈길’"	"'발칙한 동거' 방송 캡쳐) 방송인 김구라가 ‘발칙한 동거’에서 의외의 면모를 드러냈다. 김구라는 지난 28일 방송된 MBC 설 특집 예능프로그램 ‘발칙한 동거 빈방 있음’(이하 ‘발칙한 동거’)에서 자상한 모습을 공개했다...발칙한 동거’는 피오, 홍진.."
"80"	"2017-01-29"	"[★밤TV]'사십춘기', '무한도전'과 비교 아닌 정규 가능성 본다면"	"'무한도전'의 대타로 그치지 않고 새로운 정규 예능 프로그램으로 자리 잡을 수 있을까..'무한도전'의 자리를 채울 수 없다는 반응이 지배적이었다.'무한도전'은 어떤 프로그램도 쉽게 채울 수 없을 터다.'무한도전'으로 인해 방송 전부터 큰 부담을 짊어졌던"
"81"	"2017-01-29"	"'신바' 김종민 방송가 대우가 달라졌다"	"‘1박2일’을 이끌고 있는 김종민이 지난해 KBS 연예대상에서 대상을 받은 뒤 소감을 밝히고 있다...1박2일’ 원년 멤버로서 대체 복무 기간을 제외하고..‘무한도전’은 정준하 대상 만들기 프로젝트를 시작하며 김종민을 찾아가 대상 수상의 비결을 묻기도 했다."
"82"	"2017-01-29"	"‘공조’ 김주혁 “‘1박2일’ 출연, 연기 인생에 도움됐다”(인터뷰②)"	"..1박2일' 하차 이후 만들어진 ..'1박2일' 속 어딘가 허술한 형, '1박2일'에 대한 김주혁의 애정과 사랑은 여전했다.-'1박' 터줏대감 김종민이 9년 만에 대상을 받았다.'1박2일' 출연 이후 후배 배우가 예능을 고민하고 있으면 출연하라고 조언한다."
"83"	"2017-01-29"	"[TV와치]‘사십춘기’ 노답예능? ‘무도’에 못 미치지만 슬슬 빠져드네"	"..예능'이.. 권상우 정준하의 무계획 여행을 그린 관찰예능 MBC '무한도전'의 재정비 기간 그 자리를 대신해 편성된 상황.'무한도전' 대신 '무한도전'은 '국민예능'이라는 타이틀에 이견이 없는 예능프로그램이다.'무한도전'에 비해 원초적인 웃음은 부족했다."
"84"	"2017-01-29"	"[TV와치]‘사십춘기’ 노답예능? ‘무도’에 못 미치지만 슬슬 빠져드네"	"..예능'이.. 권상우 정준하의 무계획 여행을 그린 관찰예능 MBC '무한도전'의 재정비 기간 그 자리를 대신해 편성된 상황.'무한도전' 대신 '무한도전'은 '국민예능'이라는 타이틀에 이견이 없는 예능프로그램이다.'무한도전'에 비해 원초적인 웃음은 부족했다."
"85"	"2017-01-29"	"[★밤TV]'발칙한 동거' 김구라, '츤데레' 매력으로 최고인기남 등극"	"SNS 공유 및 댓글 SNS 클릭 수 0 페이스..'발칙한 동거-빈방 있음' 방송화면 캡처 방송인 김구라가 '발칙한 동거'에서 배우 한은정을 종일 들었다 놨다 했다...예능 프로그램 '발칙한 동거-빈방 있음' 3부에서 김구라와 한은정은 동거 생활이 공개됐다."
"86"	"2017-01-29"	"[설연휴 TV가이드] '엄마의 소개팅·천국사무소·오빠생각' 등 특집예능 '풍성'"	"..예능프로그램 동시 편성해 진....예능프로그램을 앞다퉈 선보일 예정이다.<U+00A0> MBC 예능프로그램 '파일럿 예능의 명가' MBC는 '복면가왕' 성공의 뒤를 이을 독특한 프로그램을 한 편 준비 했다. 양세형이 팀장을 맡고 양세찬, 조이, 이말년이 팀원으로 참여한"
"87"	"2017-01-29"	"'신바' 김종민 방송가 대우가 달라졌다"	"‘1박2일’을 이끌고 있는 김종민이 지난해 KBS 연예대상에서 대상을 받은 뒤 소감을 밝히고 있다...1박2일’ 원년 멤버로서 대체 복무 기간을 제외하고..‘무한도전’은 정준하 대상 만들기 프로젝트를 시작하며 김종민을 찾아가 대상 수상의 비결을 묻기도 했다."
"88"	"2017-01-29"	"제약업계 광고 트렌드, ‘중년 예능 스타’ 전성시대"	"예능 프로그램에서 맹활약 중인 중년 예능 스타들이 제약업계 광고 모델로 발탁되는 사례가 이어지고 있다...끼줍쇼’ 등에서 여전한 입담과 예능감을 보여주고 있는 이경규는 지난해 딸 예림 양과 함께 출연한 TV CF가 좋은 평가를 받으며 베나치오 한 해 판매.."
"89"	"2017-01-29"	"제약업계 광고 트렌드, ‘중년 예능 스타’ 전성시대"	"예능 프로그램에서 맹활약 중인 중년 예능 스타들이 제약업계 광고 모델로 발탁되는 사례가 이어지고 있다...끼줍쇼’ 등에서 여전한 입담과 예능감을 보여주고 있는 이경규는 지난해 딸 예림 양과 함께 출연한 TV CF가 좋은 평가를 받으며 베나치오 한 해 판매.."
"90"	"2017-01-29"	"방탄소년단·트와이스, 1월 남녀가수 브랜드 평판 1위"	"방탄소년단과 트와이스가 1월 최고 화제성을 자랑했다. 한국기업평판연구소는<U+00A0>지난해 12월 27일부터 201..\"1월 방탄소년단 멤버들의 예능 활동이 많아지면서 소비자들의 반응도 높아졌다.'정글의법칙, 골든디스크, 팬사인회'가 높게 나타났다\"라고 말했다.<U+00A0>"
"91"	"2017-01-29"	"딘딘 “박명수, 어이없을 정도로 날 아껴줘..왜일까”(한복인터뷰②)"	"'무한도전' 위대한 유산 프로젝트에 참여했다.'형이 미안하다' 하시고 방송 날 또 문자와서 ..형이 미안.. 올해 목표로 지상파 예능프로그램 고정을 꼽은 딘딘은 \"난 사실 새롭게 만드는 예능을 노리고 있다. 롱런을 한 예능 프로그램에 나가는건 리스크가 크다."
"92"	"2017-01-29"	"딘딘 “박명수, 어이없을 정도로 날 아껴줘..왜일까”(한복인터뷰②)"	"'무한도전' 위대한 유산 프로젝트에 참여했다.'형이 미안하다' 하시고 방송 날 또 문자와서 ..형이 미안.. 올해 목표로 지상파 예능프로그램 고정을 꼽은 딘딘은 \"난 사실 새롭게 만드는 예능을 노리고 있다. 롱런을 한 예능 프로그램에 나가는건 리스크가 크다."
"93"	"2017-01-29"	"한은정, 다채로운 매력...'여신 포스' 고혹적"	"..예능프로그램 MC로 활약을 예고하고 있는 가운데 그의 남다른 '여신 포스'에 관심이 모아지고 있다. .. 특히 이 사진은 연기부터 예능까지 종횡무진할 수 있는 한은정의 다채로운 매력을 내비쳐 한층 눈길을 끌었다.'발칙한 동거'에서 김구라와 호흡을 맞췄다."
"94"	"2017-01-29"	"[가수 1월 빅데이터 분석] 1위 방탄소년단, 2위 트와이스, 3위 엑소"	"현재위치 : Home > 리퍼럴센터 > 리퍼럴뉴스 > 뉴스 > 본문읽기 [가수 1월 빅데이터 분석] 1위 방탄소년단, 2.. 1월 방탄소년단 멤버들의 예능 활동이 많아지면서 소비자들의 반응도 높아졌다.'정글의법칙, 골든디스크, 팬사인회'가 높게 나타났다."
"95"	"2017-01-29"	"방탄소년단, 1월 가수 브랜드평판 1위..트와이스는 2위"	"[OSEN] 입력 2017.01.29 09:31 SNS 공유 및 댓글 SNS 클릭 수 0 페이스북 트위터 카카오스토리 S.. 1월 방탄소년단 멤버들의 예능 활동이 많아지면서 소비자들의 반응도 높아졌다.'정글의법칙, 골든디스크, 팬사인회'가 높게 나타났다."
"96"	"2017-01-29"	"방탄소년단, 브랜드평판 1위 탈환 ‘2위 트와이스-3위 엑소’"	"[뉴스엔   그룹 방탄소년단이 정유년 첫 달 가수 브랜드평판 정상을 탈환했다. 지난해 12월 순위는 빅뱅, 트와이스, 방.. 1월 방탄소년단 멤버들의 예능 활동이 많아지면서 소비자들의 반응도 높아졌다.'정글의법칙, 골든디스크, 팬사인회'가 높게 나타났다."
"97"	"2017-01-29"	"'신서유기3' 측 \"암전좀비게임 시작…강호동·송민호 원수 된다\""	"홈 > 연예 > 방송ㆍTV (서울=뉴스1스타)  | 2017-01-29 14:25 송고 * 기사보기 * 네티즌의견 * 인쇄 * 확대 * 축소 그룹 젝스키스 은지.. 29일 밤 9시20분 방송되는 tvN 예능 프로그램 '1박 2일'에서 했던 좀비 게임과,"
"98"	"2017-01-29"	"블락비 피오 27일 모친상.. 같은 날 '발칙한 동거' 속 웃는 모습에 '안타까움'"	"사진=홍진영 인스타그램 블락비 멤버 피오(표지훈)가 27일 설에 모친상을 당해 안타까움을 주고 있다. 29일 블.. 한편 피오는 지난 27일 첫 방송을 시작으로 3부작 방송하는 MBC 설특집 파일럿 예능 프로그램 '발칙한 동거-빈방있음'에 출연하고 있다."
"99"	"2017-01-29"	"'사십춘기' 권상우, 매력 부자X직진男의 예능 활약기(ft. 브로맨스)"	"모든 스트레스가 최고조였을 때 형을 알게 됐다. 형 때문에 많이 위로가 됐다\"면서 당시를 회상했다.'무한도전'에 합류하게 된 당시를 회상해 눈길을 끌었다...형이 그때 일을 ..'무한도전이라는 프로그램을 하려고 하는데 같이 할래?'라는 전화였다\"고 전했다."
"100"	"2017-01-29"	"한은정 '정글의 법칙' 차 뒤에서 노상방뇨..멤버들 깜짝 놀라 '털털매력'"	"연예 입력 201..'정글의 법칙'에 출연했을 당시 정글에서 과감하게 노상방뇨를 해 눈길을 끌었다. 한은정은 정글 멤버들과 파크레인저 동행하에 차안에서 비박을 했는데, 갑자기 화장실에 다녀오겠다고 나갔다.\"예능에 더 많이 나와주세요\" 등의 반응을 보였다."
"101"	"2017-01-29"	"신드롬맨-천국사무소-아육대, 남은 설연휴 기대 예능 TOP3"	"..예능....예능 올인 먼저 KBS는 '신드롬맨'은 스타의 일상을 관찰하고 이를 분석하는 신개념 관찰 예능 파일럿이다.'정글의 법칙'으로 야생 버라이어티의 정수를 보여주고 있는 김병만을 필두로 육중완(장미여관) 이상민 김종민 강예원 육성재(비투비)가 참여한다."
"102"	"2017-01-29"	"'1박 2일' 설 맞아 온가족 모였다…반가워요 구탱이형(종합)"	"'1박 2일' 멤버들이 설 명절을 맞아 설빔 런웨이를 진행했다...1박 2일 시즌3'(이하 1박 2일)에서는 오랜만에 멤버들과 저녁 식사를 하는 정준영..'1박 2일' 캡처 맏형 차태현은<U+00A0>정준영이 '1박 2일' 여행에 꼭 합류하기로 약속해 훈훈함을 자아냈다."
"103"	"2017-01-29"	"‘1박 2일’ 김주혁, 이유영 열애 언급에 당황…“침착하자”"	"김주혁이 '1박 2일' 멤버들을 반갑게 맞이했다. ( KBS2 '1박 2일' 캡처) ⓒ News1..'1박 2일' 멤버들의 깜짝 방문을 반가워했다...예능 프로그램 '해피선데이-1박 2일 시즌3'(이하 1박 2일)에서 자신을 방문한 멤버들을 반갑게 맞이했다."
